"spec_id","diputado_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified"
"raw_lop025_2d","1240","Zandra Parisi Fernández",209,-0.103051014244556,0.96545946598053,0,0,0.832568466663361,0.92822966507177
"raw_lop025_2d","1241","Patricio Pinilla Valencia",254,0.334988713264465,-0.798575639724731,0,0,0.872805953025818,0.948818897637795
"raw_lop025_2d","1242","Rodrigo Ramírez Parra",263,-0.787416160106659,-0.304357379674911,0,0,0.938851296901703,0.980988593155893
"raw_lop025_2d","1243","Tamara Ramírez Ramírez",257,0.154203772544861,0.742409229278564,0,0,0.850472331047058,0.957198443579767
"raw_lop025_2d","1244","Claudia Reyes Larenas",261,-0.945560157299042,0.120891623198986,0,0,0.972522974014282,0.996168582375479
"raw_lop025_2d","1245","Alejandro Riquelme Ducci",262,-0.98773992061615,0.156107932329178,0,0,0.982863247394562,0.99618320610687
"raw_lop025_2d","1246","José Antonio Rivas Villalobos",251,0.613014340400696,-0.0979489460587502,0,0,0.899692118167877,0.97609561752988
"raw_lop025_2d","1247","Javiera Rodríguez Pascual",271,-0.987426042556763,0.158081755042076,0,0,0.983334124088287,0.996309963099631
"raw_lop025_2d","1248","Felipe Ross Correa",265,-0.995366215705872,0.0961563512682915,0,0,0.985238432884216,0.99622641509434
"raw_lop025_2d","1249","Omar Sabat Guzmán",259,-0.859077751636505,-0.215203210711479,0,0,0.961147367954254,0.984555984555985
"raw_lop025_2d","1250","Bernardo Salinas Maya",212,0.900428473949432,0.435004115104675,0,0,0.943660199642181,0.990566037735849
"raw_lop025_2d","1251","Macarena Santelices Cañas",265,-0.985707521438599,0.168458864092827,0,0,0.98413747549057,0.99622641509434
"raw_lop025_2d","1252","Constanza Schonhaut Soto",261,0.764615952968597,0.0897234305739403,0,0,0.96161687374115,0.996168582375479
"raw_lop025_2d","1253","Fernando Ugarte Tejeda",271,-0.987426042556763,0.158081755042076,0,0,0.983334124088287,0.996309963099631
"raw_lop025_2d","1254","Ignacio Urcullú Clèment-Lund",271,-0.987426042556763,0.158081755042076,0,0,0.983334124088287,0.996309963099631
"raw_lop025_2d","1255","Eileen Urqueta Rojas",263,0.0851956084370613,0.962808430194855,0,0,0.831818521022797,0.935361216730038
